


















Evaluating........................................................................................................................epoch: 127, time: 0.0h 4.0min 24.50872564315796sec, valid (NDCG@10: 0.5719, HR@10: 0.8111), test (NDCG@10: 0.5454, HR@10: 0.7909))
Evaluating........................................................................................................................epoch: 127, time: 0.0h 4.0min 24.50872564315796sec, valid (NDCG@10: 0.5719, HR@10: 0.8111), test (NDCG@10: 0.5454, HR@10: 0.7909))
Evaluating........................................................................................................................epoch: 127, time: 0.0h 4.0min 24.50872564315796sec, valid (NDCG@10: 0.5719, HR@10: 0.8111), test (NDCG@10: 0.5454, HR@10: 0.7909))
Evaluating........................................................................................................................epoch: 127, time: 0.0h 4.0min 24.50872564315796sec, valid (NDCG@10: 0.5719, HR@10: 0.8111), test (NDCG@10: 0.5454, HR@10: 0.7909))
Evaluating........................................................................................................................epoch: 127, time: 0.0h 4.0min 24.50872564315796sec, valid (NDCG@10: 0.5719, HR@10: 0.8111), test (NDCG@10: 0.5454, HR@10: 0.7909))
Evaluating........................................................................................................................epoch: 127, time: 0.0h 4.0min 24.50872564315796sec, valid (NDCG@10: 0.5719, HR@10: 0.8111), test (NDCG@10: 0.5454, HR@10: 0.7909))
Evaluating........................................................................................................................epoch: 127, time: 0.0h 4.0min 24.50872564315796sec, valid (NDCG@10: 0.5719, HR@10: 0.8111), test (NDCG@10: 0.5454, HR@10: 0.7909))
Evaluating........................................................................................................................epoch: 127, time: 0.0h 4.0min 24.50872564315796sec, valid (NDCG@10: 0.5719, HR@10: 0.8111), test (NDCG@10: 0.5454, HR@10: 0.7909))
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 128, time: 0.0h 4.0min 26.418302059173584sec, valid (NDCG@10: 0.5710, HR@10: 0.8114), test (NDCG@10: 0.5463, HR@10: 0.7909)
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 129, time: 0.0h 4.0min 28.36619806289673sec, valid (NDCG@10: 0.5675, HR@10: 0.8134), test (NDCG@10: 0.5453, HR@10: 0.7897))
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 130, time: 0.0h 4.0min 30.302733898162842sec, valid (NDCG@10: 0.5762, HR@10: 0.8142), test (NDCG@10: 0.5469, HR@10: 0.7896)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 131, time: 0.0h 4.0min 32.347352743148804sec, valid (NDCG@10: 0.5723, HR@10: 0.8109), test (NDCG@10: 0.5466, HR@10: 0.7932)
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 132, time: 0.0h 4.0min 34.38845133781433sec, valid (NDCG@10: 0.5711, HR@10: 0.8123), test (NDCG@10: 0.5462, HR@10: 0.7932))
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 133, time: 0.0h 4.0min 36.396910190582275sec, valid (NDCG@10: 0.5726, HR@10: 0.8096), test (NDCG@10: 0.5457, HR@10: 0.7904)
Evaluating........................................................................................................................epoch: 134, time: 0.0h 4.0min 38.44445824623108sec, valid (NDCG@10: 0.5756, HR@10: 0.8118), test (NDCG@10: 0.5466, HR@10: 0.7917))
Evaluating........................................................................................................................epoch: 134, time: 0.0h 4.0min 38.44445824623108sec, valid (NDCG@10: 0.5756, HR@10: 0.8118), test (NDCG@10: 0.5466, HR@10: 0.7917))
Evaluating........................................................................................................................epoch: 134, time: 0.0h 4.0min 38.44445824623108sec, valid (NDCG@10: 0.5756, HR@10: 0.8118), test (NDCG@10: 0.5466, HR@10: 0.7917))
Evaluating........................................................................................................................epoch: 134, time: 0.0h 4.0min 38.44445824623108sec, valid (NDCG@10: 0.5756, HR@10: 0.8118), test (NDCG@10: 0.5466, HR@10: 0.7917))
Evaluating........................................................................................................................epoch: 134, time: 0.0h 4.0min 38.44445824623108sec, valid (NDCG@10: 0.5756, HR@10: 0.8118), test (NDCG@10: 0.5466, HR@10: 0.7917))
Evaluating........................................................................................................................epoch: 134, time: 0.0h 4.0min 38.44445824623108sec, valid (NDCG@10: 0.5756, HR@10: 0.8118), test (NDCG@10: 0.5466, HR@10: 0.7917))
Evaluating........................................................................................................................epoch: 134, time: 0.0h 4.0min 38.44445824623108sec, valid (NDCG@10: 0.5756, HR@10: 0.8118), test (NDCG@10: 0.5466, HR@10: 0.7917))
Evaluating........................................................................................................................epoch: 134, time: 0.0h 4.0min 38.44445824623108sec, valid (NDCG@10: 0.5756, HR@10: 0.8118), test (NDCG@10: 0.5466, HR@10: 0.7917))
Evaluating........................................................................................................................epoch: 134, time: 0.0h 4.0min 38.44445824623108sec, valid (NDCG@10: 0.5756, HR@10: 0.8118), test (NDCG@10: 0.5466, HR@10: 0.7917))
Evaluating........................................................................................................................epoch: 134, time: 0.0h 4.0min 38.44445824623108sec, valid (NDCG@10: 0.5756, HR@10: 0.8118), test (NDCG@10: 0.5466, HR@10: 0.7917))
Evaluating........................................................................................................................epoch: 134, time: 0.0h 4.0min 38.44445824623108sec, valid (NDCG@10: 0.5756, HR@10: 0.8118), test (NDCG@10: 0.5466, HR@10: 0.7917))
Evaluating........................................................................................................................epoch: 134, time: 0.0h 4.0min 38.44445824623108sec, valid (NDCG@10: 0.5756, HR@10: 0.8118), test (NDCG@10: 0.5466, HR@10: 0.7917))
Evaluating........................................................................................................................epoch: 134, time: 0.0h 4.0min 38.44445824623108sec, valid (NDCG@10: 0.5756, HR@10: 0.8118), test (NDCG@10: 0.5466, HR@10: 0.7917))
Evaluating........................................................................................................................epoch: 134, time: 0.0h 4.0min 38.44445824623108sec, valid (NDCG@10: 0.5756, HR@10: 0.8118), test (NDCG@10: 0.5466, HR@10: 0.7917))
Evaluating........................................................................................................................epoch: 134, time: 0.0h 4.0min 38.44445824623108sec, valid (NDCG@10: 0.5756, HR@10: 0.8118), test (NDCG@10: 0.5466, HR@10: 0.7917))
Evaluating........................................................................................................................epoch: 134, time: 0.0h 4.0min 38.44445824623108sec, valid (NDCG@10: 0.5756, HR@10: 0.8118), test (NDCG@10: 0.5466, HR@10: 0.7917))
