


















Evaluating........................................................................................................................epoch: 101, time: 0.0h 3.0min 33.192298412323sec, valid (NDCG@10: 0.5699, HR@10: 0.8104), test (NDCG@10: 0.5427, HR@10: 0.7876)
Evaluating........................................................................................................................epoch: 101, time: 0.0h 3.0min 33.192298412323sec, valid (NDCG@10: 0.5699, HR@10: 0.8104), test (NDCG@10: 0.5427, HR@10: 0.7876)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 102, time: 0.0h 3.0min 35.33263540267944sec, valid (NDCG@10: 0.5708, HR@10: 0.8036), test (NDCG@10: 0.5409, HR@10: 0.7844)
Evaluating........................................................................................................................epoch: 103, time: 0.0h 3.0min 37.4146773815155sec, valid (NDCG@10: 0.5690, HR@10: 0.8114), test (NDCG@10: 0.5396, HR@10: 0.7868))
